,Price,new_car_price,overview_Fuel type,overview_Transmission,overview_Color,overview_Insurance,overview_Registration Type,overview_Car Available at,spec_Engine,spec_Fuel Type,spec_Transmission,spec_Max Power (bhp@rpm),spec_Max Torque (Nm@rpm),spec_Mileage,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership
23,1250000.0,5728000.0,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",M. BLUE,Expired,Individual,Ahmedabad,"1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,75 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Audi,A6,"['35', 'TDI', 'Matrix']",110000.0,2
24,2975000.0,7763000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Comprehensive,Individual,"Jivraj Park, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",261 bhp @ 5250-6500 rpm,370 Nm @ 1600-4500 rpm,ARAI: 14 kmpl | User Reported: 14.25 kmpl,250 kmph,BS 6,5 Seats and 2 Rows,,73 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1022 km,Not Applicable,,,,No,,Turbocharged (Variable Geometry),No,2020,Audi,A6,"['Technology', '45', 'TFSI', '[2019-2024]']",38000.0,1
25,800000.0,,Diesel,Automatic - 6 Gears,White,Comprehensive,Individual,"Vastrapur, Ahmedabad","2698 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder",Diesel,Automatic - 6 Gears,180@3300,380@1400,ARAI: 11.86 kmpl,,,5 Seats and 2 Rows,,70 litres,,Yes,,,,,,,Yes,,Yes,Yes,Electrically Adjustable Sunroof,,,,,,,,,,,,,,,,,2011,Audi,A6,"['2.7', 'TDI']",61000.0,1
26,2951000.0,7763000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Expired,Individual,"Makarba, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",261 bhp @ 5250-6500 rpm,370 Nm @ 1600-4500 rpm,ARAI: 14 kmpl | User Reported: 14.25 kmpl,250 kmph,BS 6,5 Seats and 2 Rows,,73 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1022 km,Not Applicable,,,,No,,Turbocharged (Variable Geometry),No,2020,Audi,A6,"['Technology', '45', 'TFSI', '[2019-2024]']",38897.0,1
27,2000000.0,5728000.0,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",Moonlight Blue Metallic,Comprehensive,Individual,"Sarkhej, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,75 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2019,Audi,A6,"['35', 'TDI', 'Matrix']",80000.0,1
28,3750000.0,7763000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Blue,Comprehensive,Individual,"Bodakdev, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",261 bhp @ 5250-6500 rpm,370 Nm @ 1600-4500 rpm,ARAI: 14 kmpl | User Reported: 14.25 kmpl,250 kmph,BS 6,5 Seats and 2 Rows,,73 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1022 km,Not Applicable,,,,No,,Turbocharged (Variable Geometry),No,2021,Audi,A6,"['Technology', '45', 'TFSI', '[2019-2024]']",31577.0,1
29,1090000.0,,Diesel,"Automatic, Manual Override, Sport Mode",Black,Expired,Individual,"Thaltej, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic, Manual Override, Sport Mode",177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,65 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2013,Audi,A6,"['2.0', 'TDI', 'Premium', 'Plus']",78000.0,2
30,1000000.0,5483000.0,Diesel,"Automatic, Manual Override, Sport Mode",White,Not Available,Individual,"Bodakdev, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic, Manual Override, Sport Mode",177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,65 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2014,Audi,A6,"['35', 'TDI', 'Premium']",108000.0,1
31,1400000.0,5483000.0,Diesel,"Automatic, Manual Override, Sport Mode",Black,Comprehensive,Individual,"Vastrapur, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic, Manual Override, Sport Mode",177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,65 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Audi,A6,"['35', 'TDI', 'Premium']",95000.0,1
32,1150000.0,4885000.0,Diesel,"Automatic, Sport Mode",Black,Not Available,Individual,"Ambli, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic, Sport Mode",177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,65 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,,Yes,No,,,Not Applicable,,,,,,,,,,,2013,Audi,A6,"['2.0', 'TDI', 'Premium']",38000.0,1
33,1190000.0,5841000.0,Petrol,"Automatic, Manual Override, Sport Mode",White,Comprehensive,Individual,"Vastrapur, Ahmedabad","1798 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic, Manual Override, Sport Mode",190 bhp @ 4200 rpm,320 Nm @ 1400 rpm,,,,5 Seats and 2 Rows,530 L,75 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2016,Audi,A6,"['35', 'TFSI']",97000.0,2
34,3950000.0,7763000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Grey,Not Available,Individual,"Bodakdev, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",261 bhp @ 5250-6500 rpm,370 Nm @ 1600-4500 rpm,ARAI: 14 kmpl | User Reported: 14.25 kmpl,250 kmph,BS 6,5 Seats and 2 Rows,,73 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Keyless,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1022 km,Not Applicable,,,,No,,Turbocharged (Variable Geometry),No,2023,Audi,A6,"['Technology', '45', 'TFSI', '[2019-2024]']",83781.0,1
35,1750000.0,5728000.0,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",Mysthos Black Metallic,Not Available,NotAvailable,"Jivraj Park, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,ARAI: 16.66 kmpl,,,5 Seats and 2 Rows,530 L,75 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Electrically Adjustable Sunroof,Front & Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,A6,"['35', 'TDI', 'Matrix']",72700.0,1
36,3300000.0,7068000.000000001,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Not Available,Individual,"Dariyapur, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",261 bhp @ 5250-6500 rpm,370 Nm @ 1600-4500 rpm,ARAI: 14 kmpl | User Reported: 15 kmpl,250 kmph,BS 6,5 Seats and 2 Rows,,73 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote Central Locking with Boot Opener,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,1022 km,Not Applicable,,,,No,,Turbocharged (Variable Geometry),No,2022,Audi,A6,"['Premium', 'Plus', '45', 'TFSI', '[2019-2024]']",35770.0,2
37,2250000.0,4672000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override, Sport Mode",White,Zero Depreciation,Individual,"Odhav, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override, Sport Mode",188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,ARAI: 15.3 kmpl,228 kmph,BS 6,5 Seats and 2 Rows,355 L,55 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,846 km,Not Applicable,,,,,,Turbocharged,Torque-On-Demand,2021,Audi,Q2,"['Premium', '40', 'TFSI', 'quattro']",60000.0,1
38,1895000.0,4672000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override, Sport Mode",White,Not Available,Individual,"Ambli, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override, Sport Mode",188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,ARAI: 15.3 kmpl,228 kmph,BS 6,5 Seats and 2 Rows,355 L,55 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,Front & Rear,Yes,Yes,,No,Not Applicable,Not Applicable,846 km,Not Applicable,,,,,,Turbocharged,Torque-On-Demand,2020,Audi,Q2,"['Premium', '40', 'TFSI', 'quattro']",24000.0,2
39,2100000.0,12600000.0,Diesel,Automatic - 8 Gears,White,Comprehensive,Individual,"Bodakdev, Ahmedabad","2967 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder",Diesel,Automatic - 8 Gears,247 bhp @ 4000 rpm,550 Nm @ 1500 rpm,ARAI: 15.5 kmpl,,,4 Seats and 2 Rows,,90 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Remote,Electrically Adjustable Sunroof,,Yes,Yes,,,Not Applicable,,,,,,,,,,,2012,Audi,A8,"['L', '3.0', 'TDI', 'quattro']",32500.0,1
40,4250000.0,,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Not Available,Not Available,"Bodakdev, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",193 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,,220 kmph,BS6 Phase 2,5 Seats and 2 Rows,530 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Full-time,2024,Audi,Q3,"['Sportback', 'Technology', 'Plus', 'S-line']",6000.0,
41,3351000.0,6018000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Glacier White Metallic,Not Available,NotAvailable,"Nikol, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",193 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,,220 kmph,BS 6,5 Seats and 2 Rows,530 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,,Not Applicable,,,,No,,Turbocharged,Full-time,2024,Audi,Q3,"['Sportback', 'Technology', 'Plus', 'S-line', '[2023-2024]']",35162.0,1
42,1675000.0,3872999.9999999995,Petrol,"Automatic - 6 Gears, Manual Override, Sport Mode",White,Comprehensive,Individual,"Makarba, Ahmedabad","1395 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic - 6 Gears, Manual Override, Sport Mode",148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,ARAI: 16.9 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,No,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TFSI', 'Premium']",30000.0,1
43,1750000.0,4.7,Diesel,Automatic - 7 Gears,White,Expired,Individual,"Makarba, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic - 7 Gears,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,ARAI: 18.51 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,No,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TDI', 'Premium', 'FWD']",68829.0,1
45,3900000.0,5303000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Grey,Zero Depreciation,Individual,"Bopal, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",188 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,"ARAI: 14.93 kmpl | CarWale Tested: 7.89 kmpl (City), 14.22 kmpl (Highway) | User Reported: 13 kmpl",222 kmph,BS6 Phase 2,5 Seats and 2 Rows,530 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,896 km,Not Applicable,,,,,,Turbocharged,Full-time,2025,Audi,Q3,"['40', 'TFSI', 'Premium', 'Plus']",35000.0,1
46,1290000.0,3611000.0,Diesel,Manual - 6 Gears,Blue,Third Party,Individual,"Vastrapur, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,138 bhp @ 4200 rpm,320 Nm @ 1750 rpm,ARAI: 17.71 kmpl,,,5 Seats and 2 Rows,460 L,64 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,No,No,,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TDI', 'S']",122000.0,1
47,1490000.0,,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",White,Comprehensive,Individual,"Dariyapur, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,ARAI: 15.77 kmpl,,,5 Seats and 2 Rows,460 L,64 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,Rear,No,,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Audi,Q3,"['35', 'TDI', 'Premium', 'Plus', '+', 'Sunroof']",85500.0,2
48,1200000.0,3904000.0,Diesel,"Automatic - 7 Gears, Sport Mode",Red,Not Available,Individual,"Bodakdev, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Sport Mode",174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,ARAI: 15.77 kmpl,,,5 Seats and 2 Rows,460 L,64 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Remote,Electrically Adjustable Sunroof,,No,,,,Not Applicable,,,,,,,,,,,2013,Audi,Q3,"['2.0', 'TDI', 'quattro', 'Premium']",127000.0,2
49,1500000.0,3872999.9999999995,Petrol,"Automatic - 6 Gears, Manual Override, Sport Mode",Other,Third Party,Individual,"Chandkheda, Ahmedabad","1395 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic - 6 Gears, Manual Override, Sport Mode",148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,ARAI: 16.9 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,No,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TFSI', 'Premium']",38000.0,2
50,1551000.0,4093000.0,Diesel,Automatic - 7 Gears,Black,Comprehensive,Individual,"Makarba, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Automatic - 7 Gears,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,ARAI: 18.51 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,No,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Audi,Q3,"['30', 'TDI', 'Premium', 'FWD']",75831.0,1
51,4250000.0,,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Grey,Not Available,Not Available,"Bodakdev, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",188 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,"ARAI: 14.93 kmpl | CarWale Tested: 7.89 kmpl (City), 14.22 kmpl (Highway)",222 kmph,BS6 Phase 2,5 Seats and 2 Rows,530 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,896 km,Not Applicable,,,,,,Turbocharged,Full-time,2025,Audi,Q3,"['40', 'TFSI', 'Technology']",7255.0,
52,1950000.0,4844000.0,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",White,Expired,Individual,"Makarba, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,ARAI: 15.17 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),Torque-On-Demand,2018,Audi,Q3,"['35', 'TDI', 'quattro', 'Technology']",79461.0,1
53,1425000.0,4439000.0,Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",White,Comprehensive,Individual,"Meghaninagar, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override, Sport Mode",184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,ARAI: 15.17 kmpl,,BS 4,5 Seats and 2 Rows,460 L,64 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),Torque-On-Demand,2017,Audi,Q3,"['35', 'TDI', 'quattro', 'Premium', 'Plus']",103000.0,1
54,1675000.0,3611000.0,Diesel,Manual - 6 Gears,Black,Comprehensive,Individual,"Bodakdev, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,Manual - 6 Gears,138 bhp @ 4200 rpm,320 Nm @ 1750 rpm,ARAI: 17.71 kmpl,,,5 Seats and 2 Rows,460 L,64 litres,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,No,No,,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Audi,Q3,"['30', 'TDI', 'S']",59000.0,1
55,3675000.0,5903000.0,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Comprehensive,Individual,"Makarba, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",192 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,"ARAI: 14.93 kmpl | CarWale Tested: 7.89 kmpl (City), 14.22 kmpl (Highway)",222 kmph,BS 6,5 Seats and 2 Rows,355 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,896 km,Not Applicable,,,,,,Turbocharged,Full-time,2024,Audi,Q3,"['40', 'TFSI', 'Technology', '[2022-2024]']",23000.0,1
56,4250000.0,,Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",Black,Not Available,Not Available,"Bodakdev, Ahmedabad","1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Petrol,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",188 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,"ARAI: 14.93 kmpl | CarWale Tested: 7.89 kmpl (City), 14.22 kmpl (Highway)",222 kmph,BS6 Phase 2,5 Seats and 2 Rows,530 L,62.4 litres,"6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Panoramic Sunroof,Rear,No,Yes,,No,Not Applicable,Not Applicable,896 km,Not Applicable,,,,,,Turbocharged,Full-time,2025,Audi,Q3,"['40', 'TFSI', 'Technology']",6843.0,
57,500000.0,,Diesel,"Automatic - 7 Gears, Manual Override",Glacier White Metallic,Not Available,Individual,"Jashoda Nagar, Ahmedabad","1968 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",Diesel,"Automatic - 7 Gears, Manual Override",174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,ARAI: 15.77 kmpl,,,5 Seats and 2 Rows,,64 litres,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remote,Electrically Adjustable Sunroof,,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),Torque-On-Demand,2012,Audi,Q3,"['2.0', 'TDI', 'Base', 'Grade']",97000.0,
