Price,new_car_price,overview_Fuel type,spec_Top Speed,spec_Emission Standard,spec_Seating Capacity,spec_Bootspace,spec_Fuel Tank Capacity,spec_Airbags,spec_Anti-Lock Braking System (ABS),spec_Electronic Stability Program (ESP),spec_Brake Assist (BA),spec_Electronic Brake-force Distribution (EBD),spec_Traction Control System (TC/TCS),spec_Hill Hold Control,spec_Hill Descent Control,spec_Child Safety Lock,spec_Child Seat Anchor Points,spec_Engine Immobiliser,spec_Central Locking,spec_Sunroof,spec_Parking Sensors,spec_Keyless Start/ Button Start,spec_GPS Navigation System,spec_ADAS,spec_Automatic Emergency Braking,spec_Vehicle Warranty,spec_Battery,spec_Driving Range,spec_Battery Warranty,spec_DC Fast Charging,spec_AC Fast Charging,spec_AC Regular Charging,spec_Regenerative Braking,spec_CNG Tank Capacity (L/Kg),spec_Turbocharger/ Supercharger,spec_Four-Wheel-Drive,Manufacturing Year,Brand,Model,Varient,Kilometer,ownership,Transmission,Insurance,Registration_Type,City,Engine(cc),Max_Power(bhp),Mileage
394000.0,707000.0,Petrol,,,5 Seats and 2 Rows,339 L,37 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2018,Maruti,Suzuki,"['Baleno', 'Delta', '1.2']",83446.0,1,Manual,No,Individual,Kanpur,1197 ,83,21.4 kmpl
450000.0,832000.0,Diesel,,,5 Seats and 2 Rows,339 L,37 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2018,Maruti,Suzuki,"['Baleno', 'Delta', '1.3']",75000.0,1,Manual,No,Not Available,Kanpur,1248 ,74,27.39 kmpl
499000.0,603000.0,Petrol,,BS 6,5 Seats and 2 Rows,235 L,35 litres,1 Airbags (Driver),Yes,No,No,No,No,No,No,Yes,No,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,757.05 km,Not Applicable,,,,,,No,No,2020,Maruti,Suzuki,"['Celerio', 'ZXi']",56000.0,1,Manual,No,Individual,Kanpur,998 ,67,21.63 kmpl
428000.0,726000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,313 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,757 km,Not Applicable,,,,,,No,No,2024,Maruti,Suzuki,"['Celerio', 'ZXi', '[2023-2025]']",70316.0,1,Manual,No,Individual,Kanpur,998 ,66,25.24 kmpl
250000.0,461000.00000000006,CNG,,,5 Seats and 2 Rows,235 L,35 litres,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2015,Maruti,Suzuki,"['Celerio', 'LXi']",85000.0,1,Manual,No,Not Available,Kanpur,998 ,67,23.1 kmpl
275000.0,580000.0,CNG,,,5 Seats and 2 Rows,235 L,35 litres,,Yes,No,No,No,No,No,No,Yes,No,Yes,Keyless,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2016,Maruti,Suzuki,"['Celerio', 'ZXi', 'Opt']",136000.0,1,Manual,Yes,Individual,Kanpur,998 ,67,23.1 kmpl
390000.0,625000.0,Petrol,,,5 Seats and 2 Rows,235 L,35 litres,,No,No,No,No,No,No,No,Yes,No,Yes,Keyless,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2017,Maruti,Suzuki,"['Celerio', 'ZXi', 'AMT', '[2017-2019]']",41000.0,1,Automatic,No,Individual,Kanpur,998 ,67,23.1 kmpl
550000.0,1277000.0,Petrol,,BS 4,5 Seats and 2 Rows,510 L,43 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,No,No,2018,Maruti,Suzuki,"['Ciaz', 'Alpha', 'Hybrid', '1.5', 'AT', '[2018-2020]']",106500.0,2,Automatic,Yes,Individual,Kanpur,1462 ,103,20.28 kmpl
708000.0,1181000.0,Petrol,,BS 6,5 Seats and 2 Rows,510 L,43 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,No,Not Applicable,Not Applicable,887 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['Ciaz', 'Zeta', '1.5', '[2020-2023]']",52227.0,1,Manual,No,Individual,Kanpur,1462 ,103,20.6 kmpl
525000.0,1192000.0,Diesel,,,5 Seats and 2 Rows,510 L,43 litres,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Maruti,Suzuki,"['Ciaz', 'ZDi+', 'SHVS']",62553.0,1,Manual,No,Individual,Kanpur,1248 ,89,28.09 kmpl
475000.0,762000.0,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2020,Maruti,Suzuki,"['DZire', 'LDi']",110000.0,1,Manual,Yes,Individual,Kanpur,1248 ,74,28.4 kmpl
420000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2019,Maruti,Suzuki,"['DZire', 'VDi']",85000.0,2,Manual,Yes,Individual,Kanpur,1248 ,74,28.4 kmpl
485000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2018,Maruti,Suzuki,"['DZire', 'VDi']",51000.0,1,Manual,Yes,Individual,Kanpur,1248 ,74,28.4 kmpl
590000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2019,Maruti,Suzuki,"['DZire', 'VDi']",72000.0,1,Manual,No,Individual,Kanpur,1248 ,74,28.4 kmpl
500000.0,901000.0,Petrol,,BS 6,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,892 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['DZire', 'VXi', 'AGS', '[2020-2023]']",100000.0,1,Automatic,No,Not Available,Kanpur,1197 ,89,24.1 kmpl
375000.0,,Diesel,,,5 Seats and 2 Rows,378 L,37 litres,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2019,Maruti,Suzuki,"['DZire', 'LDi', 'Special', 'Edition']",78000.0,1,Manual,No,Individual,Kanpur,1248 ,74,28.4 kmpl
500000.0,984000.0,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2018,Maruti,Suzuki,"['DZire', 'ZDi', 'AMT']",69000.0,2,Automatic,No,Individual,Kanpur,1248 ,74,28.4 kmpl
600000.0,841000.0,Petrol,,BS 6,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,860 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['DZire', 'VXi', '[2020-2023]']",38250.0,2,Manual,No,Not Available,Kanpur,1197 ,89,23.2 kmpl
500000.0,901000.0,Petrol,,BS 6,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,892 km,Not Applicable,,,,,,No,No,2021,Maruti,Suzuki,"['DZire', 'VXi', 'AGS', '[2020-2023]']",50000.0,1,Automatic,No,Not Available,Kanpur,1197 ,89,24.1 kmpl
495000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2018,Maruti,Suzuki,"['DZire', 'VDi']",82542.0,2,Manual,No,Individual,Kanpur,1248 ,74,28.4 kmpl
475000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2018,Maruti,Suzuki,"['DZire', 'VDi']",80000.0,2,Manual,Yes,Commercial,Kanpur,1248 ,74,28.4 kmpl
92000.0,543000.0,Petrol,,BS 6,5 Seats and 2 Rows,556 L,40 litres,1 Airbags (Driver),Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Rear,No,No,,No,Not Applicable,Not Applicable,644.4 km,Not Applicable,,,,,,No,No,2011,Maruti,Suzuki,"['Eeco', '5', 'STR', 'WITH', 'A/C+HTR']",158000.0,1,Manual,No,Individual,Kanpur,1196 ,72,16.11 kmpl
535000.0,863000.0000000001,Diesel,,BS 4,5 Seats and 2 Rows,378 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2019,Maruti,Suzuki,"['DZire', 'VDi']",68880.0,1,Manual,No,Individual,Kanpur,1248 ,74,28.4 kmpl
340000.0,,Petrol,,,,,,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD']",98000.0,4+,Manual,No,Individual,Kanpur,,nan,
150000.0,,Petrol,,,,,,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD']",123000.0,4+,Manual,No,Not Available,Kanpur,,nan,
450000.0,,Petrol,,,,,,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD']",70000.0,1,Manual,No,Not Available,Kanpur,,nan,
350000.0,,Petrol,,,,,,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD']",100000.0,1,Manual,Yes,Commercial,Kanpur,,nan,
400000.0,,Petrol,,,,,,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD']",120000.0,3,Manual,No,Not Available,Kanpur,,nan,
550000.0,631000.0,Petrol,,BS6 Phase 2,7 Seats and 3 Rows,,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Rear,No,No,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,No,No,2025,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD', '[2023-2025]']",55000.0,1,Manual,No,Not Available,Kanpur,1197 ,80,20 kmpl
500000.0,640000.0,CNG,,BS 6,5 Seats and 2 Rows,,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Rear,No,No,,No,Not Applicable,Not Applicable,808 km,Not Applicable,,,,,,No,No,2023,Maruti,Suzuki,"['Eeco', '5', 'STR', 'AC', '[2022-2023]']",100000.0,1,Manual,No,Not Available,Kanpur,1197 ,80,19.71 kmpl
500000.0,567000.0,Petrol,,BS 6,5 Seats and 2 Rows,556 L,40 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Rear,No,No,,No,Not Applicable,Not Applicable,644 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['Eeco', '7', 'STR', 'STD', '(O)']",80002.0,1,Manual,No,Not Available,Kanpur,1196 ,72,16.1 kmpl
1050000.0,1271000.0,CNG,,BS6 Phase 2,7 Seats and 3 Rows,,45 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,1566 km,Not Applicable,,,,,60L(Water Capacity)-Approx 8.0 kg â€“ 9.0 kg,No,No,2024,Maruti,Suzuki,"['Ertiga', 'VXi', '(O)', 'CNG', '[2023-2025]']",60000.0,1,Manual,No,Individual,Kanpur,1462 ,87,18.01 kmpl
925000.0,,CNG,,,7 Seats and 3 Rows,135 L,45 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2021,Maruti,Suzuki,"['Ertiga', 'VXI', 'CNG']",68000.0,2,Manual,No,Individual,Kanpur,1373 ,94,24.59 kmpl
425000.0,1016000.0,Diesel,,,7 Seats and 3 Rows,,45 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2015,Maruti,Suzuki,"['Ertiga', 'ZDi']",102000.0,2,Manual,No,Individual,Kanpur,1248 ,89,20.77 kmpl
900000.0,1362000.0,CNG,,BS 6,7 Seats and 3 Rows,,60 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,No,Not Applicable,Not Applicable,,Not Applicable,,,,,,No,No,2023,Maruti,Suzuki,"['Ertiga', 'ZXi', '(O)', 'CNG', '[2022-2023]']",100000.0,1,Manual,Yes,Individual,Kanpur,1462 ,87,26.1 kmpl
650000.0,941000.0,Diesel,,,7 Seats and 3 Rows,,45 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2014,Maruti,Suzuki,"['Ertiga', 'VDi']",28000.0,2,Manual,No,Not Available,Kanpur,1248 ,89,20.77 kmpl
675000.0,1210000.0,Diesel,,,7 Seats and 3 Rows,209 L,45 litres,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,Yes,No,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2018,Maruti,Suzuki,"['Ertiga', 'ZDi', '1.3', 'Diesel']",71000.0,1,Manual,No,Individual,Kanpur,1248 ,89,25.47 kmpl
735000.0,1256000.0,Diesel,,,7 Seats and 3 Rows,135 L,45 litres,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Variable Geometry),No,2017,Maruti,Suzuki,"['Ertiga', 'ZDI', '+', 'SHVS']",89000.0,1,Manual,Yes,Individual,Kanpur,1248 ,89,24.52 kmpl
700000.0,1018000.0,Petrol,,BS 6,7 Seats and 3 Rows,209 L,45 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,No,No,,No,Not Applicable,Lithium Ion,855.45 km,Not Applicable,,,,,,No,No,2021,Maruti,Suzuki,"['Ertiga', 'VXi']",105000.0,1,Manual,No,Not Available,Kanpur,1462 ,103,19.01 kmpl
120000.0,459000.0,Petrol,,,5 Seats and 2 Rows,212 L,35 litres,,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,,No,No,,,Not Applicable,,,,,,,,,,,2010,Maruti,Suzuki,"['Estilo', 'VXi', 'BS-IV']",69000.0,3,Manual,No,Not Available,Kanpur,998 ,67,19 kmpl
798000.0,1020000.0,CNG,,BS 4,7 Seats and 3 Rows,209 L,60 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Remote,No,Rear,No,No,,,Not Applicable,,,,,,,,,No,No,2019,Maruti,Suzuki,"['Ertiga', 'VXi', 'CNG', '[2019-2020]']",73456.0,1,Manual,No,Individual,Kanpur,1462 ,91,26.2 kmpl
695000.0,851000.0,Petrol,,BS6 Phase 2,5 Seats and 2 Rows,308 L,37 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Keyless,No,Rear,No,No,,No,Not Applicable,Not Applicable,806 km,Not Applicable,,,,,,No,No,2024,Maruti,Suzuki,"['Fronx', 'Sigma', '1.2L', 'MT', '[2023-2025]']",32000.0,1,Manual,No,Not Available,Kanpur,1197 ,89,21.79 kmpl
1300000.0,1515000.0,CNG,,BS6 Phase 2,5 Seats and 2 Rows,373 L,45 litres,"2 Airbags (Driver, Front Passenger)",Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,No,Not Applicable,Not Applicable,1463 km,Not Applicable,,,,,,No,No,2025,Maruti,Suzuki,"['Grand', 'Vitara', 'Delta', 'CNG', '[2023-2025]']",23000.0,1,Manual,No,Not Available,Kanpur,1462 ,87,26.6 kmpl
150000.0,727000.0,Petrol,,,8 Seats and 2 Rows,,40 litres,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Not Applicable,,,,,,,,,No,No,2013,Maruti,Suzuki,"['Gypsy', 'King', 'ST', 'BS-IV']",130000.0,1,Manual,No,Individual,Kanpur,1298 ,80,11.96 kmpl
445000.0,898000.0,Petrol,,BS 6,5 Seats and 2 Rows,260 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,No,Not Applicable,Not Applicable,668 km,Not Applicable,,,,,,No,No,2020,Maruti,Suzuki,"['Ignis', 'Alpha', '1.2', 'AMT']",52345.0,1,Automatic,Yes,Individual,Kanpur,1197 ,82,20.8 kmpl
425000.0,639000.0,Petrol,,BS 6,5 Seats and 2 Rows,260 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Manual Key-Operated,No,Rear,No,No,,No,Not Applicable,Not Applicable,668 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['Ignis', 'Sigma', '1.2', 'MT']",10000.0,1,Manual,No,Not Available,Kanpur,1197 ,82,20.8 kmpl
350000.0,786000.0,Diesel,,,5 Seats and 2 Rows,260 L,32 litres,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2017,Maruti,Suzuki,"['Ignis', 'Delta', '1.3', 'AMT', 'Diesel', '[2017-2018]']",119000.0,1,Automatic,No,Not Available,Kanpur,1248 ,74,26.8 kmpl
469000.00000000006,764000.0,Petrol,,BS 6,5 Seats and 2 Rows,260 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,No,Not Applicable,Not Applicable,668 km,Not Applicable,,,,,,No,No,2022,Maruti,Suzuki,"['Ignis', 'Zeta', '1.2', 'MT']",69640.0,1,Manual,No,Individual,Kanpur,1197 ,82,20.8 kmpl
410000.0,639000.0,Petrol,,BS 6,5 Seats and 2 Rows,260 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Manual Key-Operated,No,Rear,No,No,,No,Not Applicable,Not Applicable,668 km,Not Applicable,,,,,,No,No,2021,Maruti,Suzuki,"['Ignis', 'Sigma', '1.2', 'MT']",22000.0,1,Manual,Yes,Individual,Kanpur,1197 ,82,20.8 kmpl
150000.0,,CNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Maruti,Suzuki,"['Omni', 'CNG']",45000.0,2,Manual,No,Not Available,Kanpur,,nan,
345000.0,823000.0,Petrol,,BS 4,5 Seats and 2 Rows,260 L,32 litres,"2 Airbags (Driver, Front Passenger)",Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Keyless,No,Rear,Yes,No,,,Not Applicable,,,,,,,,,No,No,2019,Maruti,Suzuki,"['Ignis', 'Alpha', '1.2', 'AMT']",15.0,1,Automatic,No,Individual,Kanpur,1197 ,82,20.89 kmpl
150000.0,,CNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,Maruti,Suzuki,"['Omni', 'CNG']",84000.0,1,Manual,No,Not Available,Kanpur,,nan,
300000.0,,Petrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Maruti,Suzuki,"['Omni', 'Cargo']",90000.0,1,Manual,No,Not Available,Kanpur,,nan,
135000.0,,LPG,,,5 Seats and 2 Rows,,60 litres,,No,,,,,,,No,,No,No,No,,,,,,,,,,,,,,,,,2015,Maruti,Suzuki,"['Omni', 'LPG', 'BS-IV']",148000.0,1,Manual,No,Not Available,Kanpur,796 ,29,
70000.0,,CNG,,,8 Seats and 2 Rows,,36 litres,,No,,,,,,,No,,No,No,No,,,,,,,,,,,,,,,,,2015,Maruti,Suzuki,"['Omni', '8', 'STR', 'BS-III']",91000.0,2,Manual,No,Not Available,Kanpur,796 ,38,13.74 kmpl
130000.0,,Diesel,,,5 Seats,,43 litres,,,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2010,Maruti,Suzuki,"['Ritz', 'GENUS', 'VDI']",67777.0,2,Manual,Yes,Individual,Kanpur,1248 ,75,14.4 kmpl
130000.0,,Petrol,,,5 Seats and 2 Rows,236 L,43 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,2012,Maruti,Suzuki,"['Ritz', 'Lxi', 'BS-IV']",100000.0,2,Manual,No,Not Available,Kanpur,1197 ,85,18.5 kmpl
170000.0,513000.0,Petrol,,,5 Seats,,43 litres,,,,,,,,,Yes,,Yes,Yes,No,,,,,,,,,,,,,,,,,2012,Maruti,Suzuki,"['Ritz', 'GENUS', 'VXI']",81300.0,1,Manual,No,Individual,Kanpur,1197 ,85,12.1 kmpl
440000.00000000006,1104000.0,Diesel,,,5 Seats and 2 Rows,353 L,48 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2017,Maruti,Suzuki,"['S-Cross', 'Zeta', '1.3']",75000.0,2,Manual,Yes,Individual,Kanpur,1248 ,89,23.65 kmpl
465000.00000000006,1104000.0,Diesel,,,5 Seats and 2 Rows,353 L,48 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote Central Locking with Boot Opener,No,Rear,Yes,Yes,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2016,Maruti,Suzuki,"['S-Cross', 'Zeta', '1.3']",74700.0,1,Manual,No,Individual,Kanpur,1248 ,89,23.65 kmpl
485000.0,923000.0,Diesel,,,5 Seats and 2 Rows,353 L,48 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2016,Maruti,Suzuki,"['S-Cross', 'Sigma', '1.3']",46000.0,1,Manual,No,Individual,Kanpur,1248 ,89,23.65 kmpl
475000.0,923000.0,Diesel,,,5 Seats and 2 Rows,353 L,48 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2017,Maruti,Suzuki,"['S-Cross', 'Sigma', '1.3']",78000.0,1,Manual,No,Individual,Kanpur,1248 ,89,23.65 kmpl
525000.0,923000.0,Diesel,,,5 Seats and 2 Rows,353 L,48 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2017,Maruti,Suzuki,"['S-Cross', 'Sigma', '1.3']",60000.0,1,Manual,Yes,Individual,Kanpur,1248 ,89,23.65 kmpl
300000.0,805000.0000000001,Diesel,,,5 Seats and 2 Rows,320 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2017,Maruti,Suzuki,"['Swift', 'DZire', 'VDI']",133000.0,2,Manual,No,Not Available,Kanpur,1248 ,74,26.59 kmpl
330000.0,805000.0000000001,Diesel,,,5 Seats and 2 Rows,320 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2016,Maruti,Suzuki,"['Swift', 'DZire', 'VDI']",100000.0,2,Manual,No,Not Available,Kanpur,1248 ,74,26.59 kmpl
316000.0,520000.0,Petrol,,BS 6,5 Seats and 2 Rows,240 L,27 litres,1 Airbags (Driver),Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Remote,No,Rear,No,No,,No,Not Applicable,Not Applicable,585 km,Not Applicable,,,,,,No,No,2020,Maruti,Suzuki,"['S-Presso', 'VXi']",31647.0,1,Manual,No,Individual,Kanpur,998 ,67,21.7 kmpl
375000.0,,Diesel,,,5 Seats and 2 Rows,320 L,42 litres,,No,No,No,No,No,No,No,Yes,,Yes,Manual Key-Operated,No,,No,No,,,Not Applicable,,,,,,,,,,,2015,Maruti,Suzuki,"['Swift', 'DZire', 'VDI']",78000.0,1,Manual,No,Individual,Kanpur,1248 ,74,23.4 kmpl
330000.0,805000.0000000001,Diesel,,,5 Seats and 2 Rows,320 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2015,Maruti,Suzuki,"['Swift', 'DZire', 'VDI']",68654.0,2,Manual,No,Individual,Kanpur,1248 ,74,26.59 kmpl
320000.0,805000.0000000001,Diesel,,,5 Seats and 2 Rows,320 L,42 litres,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Remote,No,No,No,No,,,Not Applicable,,,,,,,,,Turbocharged (Fixed Geometry),No,2015,Maruti,Suzuki,"['Swift', 'DZire', 'VDI']",71234.0,1,Manual,No,Individual,Kanpur,1248 ,74,26.59 kmpl
175000.0,,CNG,,,5 Seats,,43 litres,,No,,,,,,,Yes,,Yes,No,No,,,,,,,,,,,,,,,,,2010,Maruti,Suzuki,"['Swift', 'DZire', 'LXi']",94000.0,3,Manual,No,Individual,Kanpur,1298 ,87,11.9 kmpl
